7D,M01A,--,BH*,2011-10-18,00:00:00.0,2012-07-16,23:59:59.0, 49.1504,-126.7221, -0.13,1.0,  0.0000,open
7D,M02A,--,BH*,2011-10-18,00:00:00.0,2012-07-16,23:59:59.0, 48.3070,-125.6004, -0.14,1.0,  0.0000,open
7D,M07A,--,BH*,2011-10-15,00:00:00.0,2012-07-15,23:59:59.0, 44.8987,-125.1168, -1.36,1.0,  0.0000,open
7D,M08A,--,BH*,2011-10-20,00:00:00.0,2012-07-18,23:59:59.0, 44.1187,-124.8953, -0.13,1.0,  0.0000,open
